	index	Albertin	Alon	HUGO	transcriptName
392	Dopeav2126109m	54.0	26.0	STXBP1	Dopeav2126109m
393	Dopeav2058574m	54.0	34.0	ZMYM3	Dopeav2058574m
394	Dopeav2088916m	54.0	48.0	UVRAG	Dopeav2088916m
395	Dopeav2030765m	53.0	39.0	USP45	Dopeav2030765m
396	Dopeav2079699m	53.0	53.0	PCM1	Dopeav2079699m
397	Dopeav2047216m	53.0	53.0	ROCK2	Dopeav2047216m
398	Dopeav2068726m	53.0	16.0	PTGER4	Dopeav2068726m
399	Dopeav2065205m	53.0	48.0	DNAJC13	Dopeav2065205m
400	Dopeav2067665m	53.0	32.0		Dopeav2067665m
401	Dopeav2064919m	53.0	30.0	DPYS	Dopeav2064919m
402	Dopeav2069979m	53.0	44.0	TMEM47	Dopeav2069979m
403	Dopeav2053063m	53.0	19.0	PCDHGA4	Dopeav2053063m
404	Dopeav2134267m	53.0	21.0	DDX5	Dopeav2134267m
405	Dopeav2020167m	53.0	32.0	NDUFV1	Dopeav2020167m
406	Dopeav2130588m	53.0	38.0	TLDC1	Dopeav2130588m
407	Dopeav2124884m	53.0	37.0	GRIP1	Dopeav2124884m
408	Dopeav2135402m	53.0	31.0		Dopeav2135402m
409	Dopeav2010835m	53.0	31.0	TRIM2	Dopeav2010835m
410	Dopeav2122166m	52.0	42.0	SYN2	Dopeav2122166m
411	Dopeav2037593m	52.0	36.0	SUPT16H	Dopeav2037593m
412	Dopeav2012521m	52.0	27.0	ZNF609	Dopeav2012521m
413	Dopeav2107607m	52.0	35.0	PRMT1	Dopeav2107607m
414	Dopeav2082983m	52.0	19.0	AC099489.1	Dopeav2082983m
415	Dopeav2116086m	52.0	49.0	MAP4K3	Dopeav2116086m
416	Dopeav2134461m	52.0	35.0	GSPT1	Dopeav2134461m
417	Dopeav2006122m	52.0	36.0	PPM1D	Dopeav2006122m
418	Dopeav2100742m	52.0	24.0	SETD2	Dopeav2100742m
419	Dopeav2033512m	52.0	22.0	EIF3E	Dopeav2033512m
420	Dopeav2098400m	52.0	42.0	NELL2	Dopeav2098400m
421	Dopeav2080081m	52.0	38.0	ANKIB1	Dopeav2080081m
422	Dopeav2049451m	52.0	30.0	DCAF6	Dopeav2049451m
423	Dopeav2127141m	52.0	37.0	SEC24C	Dopeav2127141m
424	Dopeav2110671m	52.0	30.0	MMEL1	Dopeav2110671m
425	Dopeav2115414m	51.0	27.0	KLHDC2	Dopeav2115414m
426	Dopeav2063668m	51.0	18.0		Dopeav2063668m
427	Dopeav2039083m	51.0	40.0	TUBGCP6	Dopeav2039083m
428	Dopeav2028412m	51.0	45.0	RNF103	Dopeav2028412m
429	Dopeav2092083m	51.0	30.0	PICK1	Dopeav2092083m
430	Dopeav2055785m	50.0	42.0	BCAS3	Dopeav2055785m
431	Dopeav2044320m	50.0	29.0	ELAVL4	Dopeav2044320m
432	Dopeav2135982m	50.0	36.0		Dopeav2135982m
433	Dopeav2073822m	50.0	41.0	DPP9	Dopeav2073822m
434	Dopeav2060382m	50.0	23.0	EEF1G	Dopeav2060382m
435	Dopeav2047987m	50.0	30.0	SERBP1	Dopeav2047987m
436	Dopeav2114072m	50.0	36.0	BPTF	Dopeav2114072m
437	Dopeav2003935m	50.0	22.0	HM13	Dopeav2003935m
438	Dopeav2103699m	50.0	10.0	EIF3CL	Dopeav2103699m
439	Dopeav2104599m	50.0	45.0	PSMD1	Dopeav2104599m
440	Dopeav2029333m	50.0	18.0	HK1	Dopeav2029333m
441	Dopeav2115872m	50.0	41.0	CAPRIN1	Dopeav2115872m
442	Dopeav2116170m	50.0	40.0	IARS	Dopeav2116170m
443	Dopeav2024693m	50.0	37.0	PSMD7	Dopeav2024693m
444	Dopeav2128654m	50.0	53.0	KIAA0100	Dopeav2128654m
445	Dopeav2084669m	49.0	40.0	HMGCR	Dopeav2084669m
446	Dopeav2013099m	49.0	47.0	SHOC2	Dopeav2013099m
447	Dopeav2083893m	49.0	28.0	RAI1	Dopeav2083893m
448	Dopeav2001180m	49.0	26.0	MED16	Dopeav2001180m
449	Dopeav2041972m	49.0	27.0	PGM1	Dopeav2041972m
450	Dopeav2056812m	49.0	47.0	USP47	Dopeav2056812m
451	Dopeav2089725m	49.0	28.0	LRP4	Dopeav2089725m
452	Dopeav2122161m	49.0	34.0	NAPEPLD	Dopeav2122161m
453	Dopeav2015636m	49.0	22.0	SYT4	Dopeav2015636m
454	Dopeav2064074m	49.0	23.0	DNAJC7	Dopeav2064074m
455	Dopeav2076290m	49.0	18.0	ATP1A3	Dopeav2076290m
456	Dopeav2009653m	49.0	25.0	SNX2	Dopeav2009653m
457	Dopeav2123215m	48.0	30.0	ARPC1A	Dopeav2123215m
458	Dopeav2095209m	48.0	31.0	GRM8	Dopeav2095209m
459	Dopeav2069974m	48.0	31.0	SLC12A2	Dopeav2069974m
460	Dopeav2045981m	48.0	17.0	SLC10A6	Dopeav2045981m
461	Dopeav2001693m	48.0	51.0	ABCA1	Dopeav2001693m
462	Dopeav2004203m	48.0	43.0		Dopeav2004203m
463	Dopeav2092334m	48.0	37.0	HPS5	Dopeav2092334m
464	Dopeav2001400m	48.0	32.0	CORO7	Dopeav2001400m
465	Dopeav2073852m	48.0	42.0		Dopeav2073852m
466	Dopeav2109609m	48.0	39.0	CNTNAP5	Dopeav2109609m
467	Dopeav2002125m	48.0	43.0	STK11	Dopeav2002125m
468	Dopeav2009914m	48.0	19.0	ALDH7A1	Dopeav2009914m
469	Dopeav2096306m	48.0	29.0	PELO	Dopeav2096306m
470	Dopeav2062672m	48.0	34.0	TTC7B	Dopeav2062672m
471	Dopeav2000349m	48.0	35.0	DCHS1	Dopeav2000349m
472	Dopeav2018829m	48.0	35.0	COPS3	Dopeav2018829m
473	Dopeav2009252m	48.0	34.0	MYO9A	Dopeav2009252m
474	Dopeav2131456m	48.0	20.0	EIF5	Dopeav2131456m
475	Dopeav2085220m	48.0	44.0	SLMAP	Dopeav2085220m
476	Dopeav2057627m	48.0	34.0	SLIT2	Dopeav2057627m
477	Dopeav2097374m	48.0	33.0	ATP13A1	Dopeav2097374m
478	Dopeav2040524m	48.0	35.0	CCDC102A	Dopeav2040524m
479	Dopeav2122886m	47.0	32.0		Dopeav2122886m
480	Dopeav2071410m	47.0	37.0	FRMPD4	Dopeav2071410m
481	Dopeav2117704m	47.0	23.0	NKTR	Dopeav2117704m
482	Dopeav2053987m	47.0	38.0		Dopeav2053987m
483	Dopeav2039141m	47.0	38.0	ZNF324	Dopeav2039141m
484	Dopeav2006436m	47.0	34.0	KARS	Dopeav2006436m
485	Dopeav2084814m	47.0	30.0	COPG2	Dopeav2084814m
486	Dopeav2135610m	47.0	30.0	TTF2	Dopeav2135610m
487	Dopeav2020535m	47.0	34.0	ERMP1	Dopeav2020535m
488	Dopeav2124635m	47.0	34.0	HEXB	Dopeav2124635m
489	Dopeav2056779m	47.0	11.0	TIGAR	Dopeav2056779m
490	Dopeav2028484m	47.0	35.0	TAPT1	Dopeav2028484m
491	Dopeav2124706m	47.0	30.0	SEPT7	Dopeav2124706m
492	Dopeav2122477m	47.0	24.0	CACNA1G	Dopeav2122477m
493	Dopeav2106096m	47.0	42.0	PELI1	Dopeav2106096m
494	Dopeav2000758m	47.0	23.0	KANK1	Dopeav2000758m
495	Dopeav2013108m	46.0	29.0	NEFH	Dopeav2013108m
496	Dopeav2129184m	46.0	24.0		Dopeav2129184m
497	Dopeav2091347m	46.0	44.0	LLGL2	Dopeav2091347m
498	Dopeav2093999m	46.0	21.0	TKT	Dopeav2093999m
499	Dopeav2108424m	46.0	32.0	PDS5B	Dopeav2108424m
500	Dopeav2038084m	46.0	16.0	PIEZO2	Dopeav2038084m
501	Dopeav2050416m	46.0	38.0	UGGT1	Dopeav2050416m
502	Dopeav2007152m	46.0	37.0	PPM1H	Dopeav2007152m
503	Dopeav2132912m	46.0	38.0	EIF5B	Dopeav2132912m
504	Dopeav2083823m	46.0	33.0	MED14	Dopeav2083823m
505	Dopeav2053060m	46.0	21.0	PCDHGC4	Dopeav2053060m
506	Dopeav2131950m	46.0	19.0	ACLY	Dopeav2131950m
507	Dopeav2109899m	46.0	25.0	TAOK1	Dopeav2109899m
508	Dopeav2124931m	46.0	45.0	EEA1	Dopeav2124931m
509	Dopeav2066194m	46.0	32.0	TIAM2	Dopeav2066194m
510	Dopeav2065140m	46.0	26.0	ARHGAP39	Dopeav2065140m
511	Dopeav2017051m	46.0	23.0	EIF3B	Dopeav2017051m
512	Dopeav2006337m	46.0	41.0	KCNK18	Dopeav2006337m
513	Dopeav2126799m	46.0	23.0		Dopeav2126799m
514	Dopeav2128534m	45.0	38.0		Dopeav2128534m
515	Dopeav2109660m	45.0	27.0	SPEN	Dopeav2109660m
516	Dopeav2102640m	45.0	32.0	OGT	Dopeav2102640m
517	Dopeav2007273m	45.0	29.0	VPS53	Dopeav2007273m
518	Dopeav2091982m	45.0	39.0	GGA1	Dopeav2091982m
519	Dopeav2036936m	45.0	40.0	CUL3	Dopeav2036936m
520	Dopeav2027593m	45.0	44.0	IMMT	Dopeav2027593m
521	Dopeav2000740m	45.0	34.0	ANK2	Dopeav2000740m
522	Dopeav2052765m	45.0	59.0	HTT	Dopeav2052765m
523	Dopeav2104086m	45.0	20.0	PARP1	Dopeav2104086m
524	Dopeav2006948m	45.0	23.0	TUBA1C	Dopeav2006948m
525	Dopeav2069405m	45.0	31.0	TPP2	Dopeav2069405m
526	Dopeav2079235m	45.0	26.0	SRRM1	Dopeav2079235m
527	Dopeav2120140m	45.0	33.0	CERKL	Dopeav2120140m
528	Dopeav2111344m	45.0	21.0	AGL	Dopeav2111344m
529	Dopeav2131451m	45.0	18.0	KLC1	Dopeav2131451m
530	Dopeav2128400m	45.0	29.0	CORO1C	Dopeav2128400m
531	Dopeav2079706m	44.0	30.0	VARS	Dopeav2079706m
532	Dopeav2091513m	44.0	31.0	CASKIN1	Dopeav2091513m
533	Dopeav2092853m	44.0	60.0	CACNA2D4	Dopeav2092853m
534	Dopeav2036717m	44.0	42.0	SHANK2	Dopeav2036717m
535	Dopeav2052048m	44.0	17.0	PCDHGB5	Dopeav2052048m
536	Dopeav2013846m	44.0	30.0	BICRAL	Dopeav2013846m
537	Dopeav2082550m	44.0	32.0	MFN2	Dopeav2082550m
538	Dopeav2110568m	44.0	34.0	POGZ	Dopeav2110568m
539	Dopeav2006654m	44.0	21.0	CYC1	Dopeav2006654m
540	Dopeav2118847m	44.0	36.0	AP2M1	Dopeav2118847m
541	Dopeav2061307m	44.0	17.0	LGALS4	Dopeav2061307m
542	Dopeav2135969m	44.0	21.0	ILF2	Dopeav2135969m
543	Dopeav2008772m	44.0	12.0	PDIA3	Dopeav2008772m
544	Dopeav2061363m	44.0	34.0	USO1	Dopeav2061363m
545	Dopeav2022974m	44.0	25.0	USP14	Dopeav2022974m
546	Dopeav2006470m	44.0	23.0	AFG3L2	Dopeav2006470m
547	Dopeav2092556m	44.0	35.0	CHRNA3	Dopeav2092556m
548	Dopeav2104321m	44.0	26.0	LIMA1	Dopeav2104321m
549	Dopeav2131353m	43.0	31.0	ARID4B	Dopeav2131353m
550	Dopeav2126183m	43.0	39.0	TBC1D16	Dopeav2126183m
551	Dopeav2073966m	43.0	19.0	DNAJA1	Dopeav2073966m
552	Dopeav2093338m	43.0	31.0	KIF13A	Dopeav2093338m
553	Dopeav2026042m	43.0	37.0	UPF1	Dopeav2026042m
554	Dopeav2071291m	43.0	16.0	CCT5	Dopeav2071291m
555	Dopeav2024932m	43.0	24.0	ESYT2	Dopeav2024932m
556	Dopeav2084934m	43.0	18.0	RPN1	Dopeav2084934m
557	Dopeav2135684m	43.0	29.0	VPS51	Dopeav2135684m
558	Dopeav2113487m	43.0	26.0	TARDBP	Dopeav2113487m
559	Dopeav2129681m	43.0	24.0	CLSTN1	Dopeav2129681m
560	Dopeav2001248m	43.0	26.0	MIB1	Dopeav2001248m
561	Dopeav2017844m	43.0	42.0	SCYL2	Dopeav2017844m
562	Dopeav2033302m	43.0	31.0	INPP4A	Dopeav2033302m
563	Dopeav2007264m	43.0	24.0	NDRG3	Dopeav2007264m
564	Dopeav2037247m	43.0	25.0	TMEM214	Dopeav2037247m
565	Dopeav2037952m	43.0	28.0	DNM1L	Dopeav2037952m
566	Dopeav2059039m	43.0	25.0	AIFM1	Dopeav2059039m
567	Dopeav2029494m	43.0	43.0	CLINT1	Dopeav2029494m
568	Dopeav2000964m	43.0	34.0	EXOC1	Dopeav2000964m
569	Dopeav2010814m	42.0	20.0	SLC25A46	Dopeav2010814m
570	Dopeav2070558m	42.0	24.0	PCSK6	Dopeav2070558m
571	Dopeav2115004m	42.0	23.0	HEATR5B	Dopeav2115004m
572	Dopeav2129336m	42.0	17.0	COPB2	Dopeav2129336m
573	Dopeav2043628m	42.0	28.0	VPS11	Dopeav2043628m
574	Dopeav2078512m	42.0	43.0	GRIK2	Dopeav2078512m
575	Dopeav2112898m	42.0	40.0	MFSD6	Dopeav2112898m
576	Dopeav2006349m	42.0	24.0	DEPDC5	Dopeav2006349m
577	Dopeav2051827m	42.0	25.0	PCDH17	Dopeav2051827m
578	Dopeav2044980m	42.0	35.0	DOCK7	Dopeav2044980m
579	Dopeav2063602m	42.0	33.0	PITRM1	Dopeav2063602m
580	Dopeav2064292m	42.0	23.0	LINGO1	Dopeav2064292m
581	Dopeav2122602m	42.0	9.0	NCL	Dopeav2122602m
582	Dopeav2060807m	42.0	25.0	RIOK3	Dopeav2060807m
583	Dopeav2130337m	42.0	30.0		Dopeav2130337m
584	Dopeav2094274m	42.0	30.0	TTPAL	Dopeav2094274m
585	Dopeav2015543m	42.0	27.0	MAP2K1	Dopeav2015543m
586	Dopeav2112789m	42.0	35.0	LNPK	Dopeav2112789m
587	Dopeav2064412m	42.0	38.0	SKIV2L	Dopeav2064412m
588	Dopeav2053774m	42.0	12.0	ANK2	Dopeav2053774m
589	Dopeav2079692m	42.0	19.0	GAPVD1	Dopeav2079692m
590	Dopeav2113116m	42.0	32.0	FYCO1	Dopeav2113116m
591	Dopeav2093714m	42.0	28.0	CHCHD3	Dopeav2093714m
592	Dopeav2008844m	41.0	15.0	CCT3	Dopeav2008844m
593	Dopeav2031820m	41.0	25.0	DEAF1	Dopeav2031820m
594	Dopeav2058072m	41.0	42.0	RNF17	Dopeav2058072m
595	Dopeav2042856m	41.0	21.0	RPL7	Dopeav2042856m
596	Dopeav2065322m	41.0	30.0	VPS13D	Dopeav2065322m
597	Dopeav2056175m	41.0	29.0	ZNF677	Dopeav2056175m
598	Dopeav2105882m	41.0	25.0	ANKRD11	Dopeav2105882m
599	Dopeav2028724m	41.0	33.0	LZTS2	Dopeav2028724m
600	Dopeav2016398m	41.0	20.0	HSP90AA1	Dopeav2016398m
601	Dopeav2093142m	41.0	19.0	CPE	Dopeav2093142m
602	Dopeav2030593m	41.0	23.0	CDH23	Dopeav2030593m
603	Dopeav2128257m	41.0	45.0	LIMK1	Dopeav2128257m
604	Dopeav2020646m	41.0	21.0	NIPBL	Dopeav2020646m
605	Dopeav2000896m	41.0	30.0	ZYG11B	Dopeav2000896m
606	Dopeav2008142m	41.0	26.0	NIPBL	Dopeav2008142m
607	Dopeav2050269m	41.0	23.0	TPM1	Dopeav2050269m
608	Dopeav2124433m	41.0	19.0	GNL3L	Dopeav2124433m
609	Dopeav2035337m	41.0	35.0	DLG1	Dopeav2035337m
610	Dopeav2059327m	41.0	38.0	NMT2	Dopeav2059327m
611	Dopeav2053285m	41.0	9.0	PCDH17	Dopeav2053285m
612	Dopeav2047568m	41.0	40.0	RSF1	Dopeav2047568m
613	Dopeav2030847m	41.0	40.0	ATM	Dopeav2030847m
614	Dopeav2100751m	41.0	25.0	FAT4	Dopeav2100751m
615	Dopeav2011189m	41.0	30.0	MTOR	Dopeav2011189m
616	Dopeav2120401m	40.0	22.0	COPB1	Dopeav2120401m
617	Dopeav2004633m	40.0	24.0	TRIM56	Dopeav2004633m
618	Dopeav2014372m	40.0	27.0	VDAC2	Dopeav2014372m
619	Dopeav2118419m	40.0	29.0	HNRNPA1	Dopeav2118419m
620	Dopeav2037143m	40.0	22.0	DOCK9	Dopeav2037143m
621	Dopeav2101218m	40.0	43.0	PLEKHH2	Dopeav2101218m
622	Dopeav2006713m	40.0	20.0	CLCN7	Dopeav2006713m
623	Dopeav2082521m	40.0	23.0	ZFHX4	Dopeav2082521m
624	Dopeav2001268m	40.0	34.0	SMARCA4	Dopeav2001268m
625	Dopeav2025863m	40.0	31.0	SMARCC1	Dopeav2025863m
626	Dopeav2115815m	40.0	31.0		Dopeav2115815m
627	Dopeav2049314m	40.0	34.0	TNS3	Dopeav2049314m
628	Dopeav2108616m	40.0	21.0	MBTD1	Dopeav2108616m
629	Dopeav2059634m	40.0	21.0	FSTL5	Dopeav2059634m
630	Dopeav2115626m	40.0	30.0	CCDC9	Dopeav2115626m
631	Dopeav2129573m	40.0	17.0	OPN4	Dopeav2129573m
632	Dopeav2114581m	40.0	49.0	MON2	Dopeav2114581m
633	Dopeav2073377m	40.0	28.0	TRAPPC12	Dopeav2073377m
634	Dopeav2008100m	40.0	32.0	RNF25	Dopeav2008100m
635	Dopeav2094701m	40.0	24.0	TPD52L2	Dopeav2094701m
636	Dopeav2014109m	40.0	30.0	PCLO	Dopeav2014109m
637	Dopeav2049033m	40.0	30.0	MFHAS1	Dopeav2049033m
638	Dopeav2006618m	40.0	18.0	AHCY	Dopeav2006618m
639	Dopeav2069674m	40.0	23.0	MED12L	Dopeav2069674m
640	Dopeav2124029m	39.0	27.0	KIFC3	Dopeav2124029m
641	Dopeav2124693m	39.0	32.0	KMT2E	Dopeav2124693m
642	Dopeav2089083m	39.0	12.0	TMEM245	Dopeav2089083m
643	Dopeav2072173m	39.0	18.0	KCNIP4	Dopeav2072173m
644	Dopeav2024933m	39.0	29.0		Dopeav2024933m
645	Dopeav2118844m	39.0	19.0		Dopeav2118844m
646	Dopeav2124738m	39.0	25.0	PRICKLE2	Dopeav2124738m
647	Dopeav2064595m	39.0	25.0	CLPX	Dopeav2064595m
648	Dopeav2084323m	39.0	24.0	AXIN1	Dopeav2084323m
649	Dopeav2058282m	39.0	33.0	ARFGEF3	Dopeav2058282m
650	Dopeav2039864m	39.0	21.0	HSPA12A	Dopeav2039864m
651	Dopeav2038167m	39.0	39.0	USP25	Dopeav2038167m
652	Dopeav2040988m	39.0	24.0	MROH1	Dopeav2040988m
653	Dopeav2015530m	39.0	25.0	HNRNPK	Dopeav2015530m
654	Dopeav2108418m	39.0	28.0	ATRX	Dopeav2108418m
655	Dopeav2105879m	39.0	26.0	PNPLA8	Dopeav2105879m
656	Dopeav2126793m	39.0	24.0		Dopeav2126793m
657	Dopeav2061792m	39.0	18.0	YWHAZ	Dopeav2061792m
658	Dopeav2071148m	39.0	28.0	SEC14L1	Dopeav2071148m
659	Dopeav2095983m	39.0	22.0	IVNS1ABP	Dopeav2095983m
660	Dopeav2026237m	39.0	23.0	CLASP1	Dopeav2026237m
661	Dopeav2031270m	39.0	27.0	INTS1	Dopeav2031270m
662	Dopeav2126829m	39.0	24.0	MIGA1	Dopeav2126829m
663	Dopeav2004941m	39.0	17.0	ZNF521	Dopeav2004941m
664	Dopeav2012171m	39.0	33.0	ZZEF1	Dopeav2012171m
665	Dopeav2131242m	39.0	30.0	EIF4G1	Dopeav2131242m
666	Dopeav2071073m	39.0	18.0	SUCLA2	Dopeav2071073m
667	Dopeav2123941m	38.0	19.0	GDI2	Dopeav2123941m
668	Dopeav2049929m	38.0	25.0	UBA6	Dopeav2049929m
669	Dopeav2132521m	38.0	36.0	USP40	Dopeav2132521m
670	Dopeav2128085m	38.0	3.0	TAF15	Dopeav2128085m
671	Dopeav2101343m	38.0	17.0	HNRNPL	Dopeav2101343m
672	Dopeav2036994m	38.0	21.0		Dopeav2036994m
673	Dopeav2038331m	38.0	17.0	NSUN2	Dopeav2038331m
674	Dopeav2131664m	38.0	25.0	PIK3R4	Dopeav2131664m
675	Dopeav2058073m	38.0	19.0	NDUFA10	Dopeav2058073m
676	Dopeav2122147m	38.0	32.0	CTTNBP2	Dopeav2122147m
677	Dopeav2037909m	38.0	25.0	STRIP1	Dopeav2037909m
678	Dopeav2118440m	38.0	19.0	INO80D	Dopeav2118440m
679	Dopeav2064118m	38.0	15.0	PSMD12	Dopeav2064118m
680	Dopeav2123926m	38.0	32.0		Dopeav2123926m
681	Dopeav2130279m	38.0	12.0	PCSK2	Dopeav2130279m
682	Dopeav2008192m	38.0	18.0	GRIA2	Dopeav2008192m
683	Dopeav2042018m	38.0	36.0	PFKM	Dopeav2042018m
684	Dopeav2132372m	38.0	19.0	INTU	Dopeav2132372m
685	Dopeav2042747m	38.0	17.0	TCP1	Dopeav2042747m
686	Dopeav2129316m	38.0	26.0	STRN3	Dopeav2129316m
687	Dopeav2097630m	38.0	28.0	ZUFSP	Dopeav2097630m
688	Dopeav2057002m	38.0	21.0	CS	Dopeav2057002m
689	Dopeav2038981m	38.0	15.0	GSE1	Dopeav2038981m
690	Dopeav2120594m	38.0	26.0		Dopeav2120594m
691	Dopeav2022927m	38.0	31.0	AGBL5	Dopeav2022927m
692	Dopeav2051978m	38.0	19.0	PCDHGB7	Dopeav2051978m
693	Dopeav2045996m	38.0	14.0	SGTA	Dopeav2045996m
694	Dopeav2051588m	37.0	23.0	RRP12	Dopeav2051588m
695	Dopeav2083283m	37.0	30.0	NRBP1	Dopeav2083283m
696	Dopeav2083286m	37.0	17.0	PPM1G	Dopeav2083286m
697	Dopeav2131989m	37.0	17.0	ADAM12	Dopeav2131989m
698	Dopeav2101846m	37.0	27.0	GANAB	Dopeav2101846m
699	Dopeav2073108m	37.0	32.0	SMYD5	Dopeav2073108m
700	Dopeav2016035m	37.0	20.0	CRY1	Dopeav2016035m
701	Dopeav2126192m	37.0	26.0	VPS52	Dopeav2126192m
702	Dopeav2066943m	37.0	14.0	DPP10	Dopeav2066943m
703	Dopeav2058555m	37.0	20.0	SLC6A5	Dopeav2058555m
704	Dopeav2022425m	37.0	27.0	HKR1	Dopeav2022425m
705	Dopeav2089677m	37.0	28.0	DOCK4	Dopeav2089677m
706	Dopeav2101642m	37.0	30.0	LONRF1	Dopeav2101642m
707	Dopeav2126121m	37.0	16.0	RPL5	Dopeav2126121m
708	Dopeav2079005m	37.0	41.0	BTBD10	Dopeav2079005m
709	Dopeav2112570m	37.0	20.0	NAA35	Dopeav2112570m
710	Dopeav2131313m	37.0	36.0	MTUS2	Dopeav2131313m
711	Dopeav2105896m	37.0	28.0	ARIH2	Dopeav2105896m
712	Dopeav2005507m	37.0	24.0	PKDCC	Dopeav2005507m
713	Dopeav2073481m	37.0	18.0	AP1M1	Dopeav2073481m
714	Dopeav2015881m	37.0	18.0	C2CD4C	Dopeav2015881m
715	Dopeav2124820m	37.0	23.0	DLD	Dopeav2124820m
716	Dopeav2072170m	36.0	34.0		Dopeav2072170m
717	Dopeav2097283m	36.0	19.0		Dopeav2097283m
718	Dopeav2129633m	36.0	23.0	EIF4ENIF1	Dopeav2129633m
719	Dopeav2071840m	36.0	33.0	CHMP7	Dopeav2071840m
720	Dopeav2017764m	36.0	28.0	NPLOC4	Dopeav2017764m
721	Dopeav2007293m	36.0	29.0	AIFM3	Dopeav2007293m
722	Dopeav2126756m	36.0	25.0	DHX9	Dopeav2126756m
723	Dopeav2042932m	36.0	40.0	AGPAT5	Dopeav2042932m
724	Dopeav2126498m	36.0	17.0	FOXRED2	Dopeav2126498m
725	Dopeav2065568m	36.0	27.0	SEMA6D	Dopeav2065568m
726	Dopeav2020833m	36.0	20.0	RRM2	Dopeav2020833m
727	Dopeav2012491m	36.0	25.0	CSNK1G1	Dopeav2012491m
728	Dopeav2097441m	36.0	18.0		Dopeav2097441m
729	Dopeav2056056m	36.0	36.0	MAB21L2	Dopeav2056056m
730	Dopeav2094225m	36.0	48.0		Dopeav2094225m
731	Dopeav2066780m	36.0	22.0	TUBA1C	Dopeav2066780m
732	Dopeav2058916m	36.0	22.0	HSPA4L	Dopeav2058916m
733	Dopeav2125396m	36.0	24.0	NRCAM	Dopeav2125396m
734	Dopeav2069975m	36.0	22.0	SLC12A2	Dopeav2069975m
735	Dopeav2101168m	36.0	12.0	ACTN1	Dopeav2101168m
736	Dopeav2089854m	36.0	21.0	RASSF1	Dopeav2089854m
737	Dopeav2088881m	36.0	21.0	STK25	Dopeav2088881m
738	Dopeav2001440m	36.0	25.0	TTC39B	Dopeav2001440m
739	Dopeav2009339m	36.0	15.0	CHRNA4	Dopeav2009339m
740	Dopeav2018626m	36.0	33.0	GNPTAB	Dopeav2018626m
741	Dopeav2111977m	36.0	28.0	PPP1R7	Dopeav2111977m
742	Dopeav2028584m	36.0	15.0	HSPA9	Dopeav2028584m
743	Dopeav2066902m	35.0	12.0	EIF3D	Dopeav2066902m
744	Dopeav2061833m	35.0	24.0	GRIPAP1	Dopeav2061833m
745	Dopeav2093357m	35.0	42.0	SOS1	Dopeav2093357m
746	Dopeav2063736m	35.0	18.0	ACTR3	Dopeav2063736m
747	Dopeav2122757m	35.0	20.0	SYT17	Dopeav2122757m
748	Dopeav2094169m	35.0	12.0	ATP6V1H	Dopeav2094169m
749	Dopeav2073794m	35.0	27.0	TCERG1	Dopeav2073794m
750	Dopeav2022612m	35.0	16.0	CTCF	Dopeav2022612m
751	Dopeav2024967m	35.0	25.0	PDK3	Dopeav2024967m
752	Dopeav2015922m	35.0	31.0	IQGAP1	Dopeav2015922m
753	Dopeav2062514m	35.0	21.0	CCT4	Dopeav2062514m
754	Dopeav2034940m	35.0	28.0	RNF13	Dopeav2034940m
755	Dopeav2126781m	35.0	25.0	SVIL	Dopeav2126781m
756	Dopeav2036049m	35.0	10.0	COL4A6	Dopeav2036049m
757	Dopeav2104294m	35.0	11.0	ZNF624	Dopeav2104294m
758	Dopeav2100001m	35.0	24.0	NT5E	Dopeav2100001m
759	Dopeav2089095m	35.0	45.0	AGTPBP1	Dopeav2089095m
760	Dopeav2070293m	35.0	19.0	TM9SF3	Dopeav2070293m
761	Dopeav2050765m	35.0	17.0	OCRL	Dopeav2050765m
762	Dopeav2017846m	35.0	22.0	NSFL1C	Dopeav2017846m
763	Dopeav2015878m	35.0	19.0	TARS	Dopeav2015878m
764	Dopeav2000969m	34.0	41.0	PHKA1	Dopeav2000969m
765	Dopeav2040262m	34.0	12.0	IDH3G	Dopeav2040262m
766	Dopeav2134185m	34.0	14.0	UQCRC2	Dopeav2134185m
767	Dopeav2020096m	34.0	18.0	SLC25A21	Dopeav2020096m
768	Dopeav2070247m	34.0	30.0	ACHE	Dopeav2070247m
769	Dopeav2108718m	34.0	19.0	VLDLR	Dopeav2108718m
770	Dopeav2025151m	34.0	27.0	SLC25A13	Dopeav2025151m
771	Dopeav2093066m	34.0	32.0	NAPRT	Dopeav2093066m
772	Dopeav2098925m	34.0	27.0	ANAPC5	Dopeav2098925m
773	Dopeav2076240m	34.0	30.0	TOMM70	Dopeav2076240m
774	Dopeav2042754m	34.0	34.0	WASHC2A	Dopeav2042754m
775	Dopeav2061747m	34.0	30.0	PPP1R37	Dopeav2061747m
776	Dopeav2069636m	34.0	19.0	DDX3X	Dopeav2069636m
777	Dopeav2118610m	34.0	19.0	BZW1	Dopeav2118610m
778	Dopeav2057911m	34.0	32.0	PICALM	Dopeav2057911m
779	Dopeav2096709m	34.0	20.0	PANX2	Dopeav2096709m
780	Dopeav2070695m	34.0	18.0	EMC1	Dopeav2070695m
781	Dopeav2030747m	34.0	13.0	AP3B1	Dopeav2030747m
782	Dopeav2014384m	34.0	31.0	OSBPL10	Dopeav2014384m
783	Dopeav2065007m	34.0	20.0	PRKN	Dopeav2065007m
784	Dopeav2088161m	34.0	26.0	MTPAP	Dopeav2088161m
